timestamp,step,portfolio_value,buyhold_value,cash_balance,positions_value,unrealized_pnl,total_trades,winning_trades,losing_trades
2026-02-10T00:00:28.909768,0,10000.0,10008.364954384546,10000.0,0.0,0.0,0,0,0
2026-02-10T00:01:59.596357,1,9999.353333333334,10016.495748554495,9353.333333333334,646.0200000000001,-0.6466666666656238,1,0,0
2026-02-10T00:03:28.188249,2,10006.093197927443,10017.656879767292,6558.349260524304,3447.743937403139,6.093197927442816,7,0,0
2026-02-10T00:04:59.108361,3,10004.580339484623,10013.424396617922,6558.349260524304,3446.2310789603184,4.580339484622527,7,0,0
2026-02-10T00:06:28.169517,4,10009.72764813927,10011.951314584428,5648.459729090975,4361.267919048294,9.72764813926915,10,0,0
2026-02-10T00:07:55.042886,5,10005.950081769566,10005.368264196875,5648.459729090975,4357.490352678591,5.950081769566168,10,0,0
2026-02-10T00:09:22.992333,6,10003.675538885038,10001.49690008802,5648.459729090975,4355.215809794063,3.675538885037895,10,0,0
2026-02-10T00:10:50.547795,7,10011.02455056253,10001.327381302597,3704.4571687385105,6306.567381824019,11.02455056252984,17,0,0
2026-02-10T00:12:18.684436,8,10020.50559119304,10010.521766325863,2825.842626615571,7194.662964577468,20.505591193039436,21,0,0
2026-02-10T00:13:42.951290,9,10024.56253220377,10010.450156756471,1956.3190957729366,8068.243436430833,24.562532203770388,27,0,0
2026-02-10T00:15:09.633486,10,10029.809041235425,10013.590638026706,1703.8755857510803,8325.933455484344,29.809041235424957,30,0,0
2026-02-10T00:16:35.527794,11,10034.029295453083,10018.846305688963,1458.7590730970821,8575.270222356,34.02929545308325,32,0,0
2026-02-10T00:17:59.554398,12,10028.03287160635,10012.531590205306,1458.7590730970821,8569.273798509268,28.032871606350454,32,0,0
2026-02-10T00:19:18.620916,13,10027.735692675067,10012.93928449652,1458.7590730970821,8568.976619577985,27.735692675067185,32,0,0
2026-02-10T00:20:38.612253,14,10027.109141956025,10012.175430635698,1458.7590730970821,8568.350068858943,27.10914195602527,32,0,0
2026-02-10T00:21:58.814917,15,10014.755520305822,9994.670994731412,1458.7590730970821,8555.99644720874,14.755520305821847,32,0,0
2026-02-10T00:23:19.130143,16,10006.561438687912,9986.705070107117,1458.7590730970821,8547.80236559083,6.5614386879115045,32,0,0
2026-02-10T00:24:37.512194,17,10009.382280564376,9989.974977505524,1458.7590730970821,8550.623207467293,9.382280564375833,32,0,0
2026-02-10T00:25:58.038779,18,10007.10148172792,9987.924006995223,1458.7590730970821,8548.342408630837,7.101481727919236,32,0,0
2026-02-10T00:27:11.886288,19,10014.280721377903,9995.41694507863,1458.7590730970821,8555.521648280821,14.280721377903319,32,0,0
2026-02-10T00:28:24.666295,20,10017.400717295592,9998.432372597861,1458.7590730970821,8558.64164419851,17.400717295591676,32,0,0
2026-02-10T00:37:12.775807,21,10028.5402928563,10009.485146967727,1292.5662177546435,8735.974075101656,28.540292856299857,34,0,0
2026-02-10T00:38:45.094444,22,10028.012114755309,10007.920779575446,1031.9589600580389,8996.05315469727,28.012114755309085,38,0,0
2026-02-10T00:40:17.611806,23,10022.482342373836,10002.945350902139,898.7949263181195,9123.687416055716,22.482342373836218,41,0,0
2026-02-10T00:41:47.647423,24,10013.819609657452,9995.58492556082,836.9362643092012,9176.883345348251,13.81960965745202,43,0,0
